,Address,Title,Country Name,Description,Tags,Profile Link
2287,FACTORIUM,"Stand No- H3-A42, Hall No- Hall 3",Thailand,"Factorium: Mobile First machines and facilities maintenance using AI, IoT with 7,000 enterprises including CocaCola, Unilever, Shell, and Caterpillar.",Cloud Services - Internet of Things (IOT) - Smart Cities - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjI2Nw==
2288,FAIR FOOD DATA,"Stand No- H27-S66, Hall No- Hall 27",Hungary,FAIR Food Data was born to provide a smart insights and traceability solution within the sustainable food industry.,AgriTech & FoodTech - Blockchain - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg5Nw==
2289,FAIR PATTERN LLC - FZ,"Stand No- H9-A11, Hall No- Hall 9",United Arab Emirates,"We are a group of experienced project managers, developers, analysts with 20 years of experience.",Artificial Intelligence - Big Data & Analytics - Cloud Services - Coding and Development - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc1NA==
2290,FAME I TECH,"Stand No- H4-B11, H4-B12, Hall No- Hall 4",Pakistan,"Fame iTech provides innovative Web/Application development, animation and social media services to elevate business growth and digital presence.","Coding and Development - Ecommerce - Education Tech - HealthTech - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzYzNQ==
2291,FAMPPY INC.,"Stand No- H2-E53, H2-E54, Hall No- Hall 2","Korea, Republic Of","Our innovative platform, APOC, is an AI-driven content creation platform featuring an XR engine that empowers anyone to be a creator and create their own immersive interactive content effortlessly.","Artificial Intelligence - Blockchain - Cloud Services - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk5Nw==
2292,FANAVAR FARTAK ESPADANA,"Stand No- H5-D42, Hall No- Hall 5",Iran,"Fartak Co. excels in AI tech, machine vision, and industrial robots, transforming industries with 20+ years of unparalleled expertise and innovation.","AgriTech & FoodTech - Artificial Intelligence - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAxOA==
2293,FANDA,"Stand No- H27-D10, Hall No- Hall 27",United Arab Emirates,"Fanda’s advanced reporting, ESG consulting and corporate communications give clients more power to do business, acquire talents and raise capital.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA0NQ==
2294,"FANRUAN SOFTWARE CO.,LTD","Stand No- H30-G63, Hall No- Hall 30",China,"FanRuan Software Co., Ltd. is a professional big data BI and analytics platform vendor in China. Specializing in BI and data analysis.",Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQ1MQ==
2295,FANSUPPORT,"Stand No- H5-C33, Hall No- Hall 5",Türkiye,The World's First and Only Conditional Fan Support Platform.,"Big Data & Analytics - Fintech - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUxOQ==
2296,FARADAI LIMITED,"Stand No- H3-A13, Hall No- Hall 3",United Kingdom,"Faradai is a London-based Net-Zero Intelligence company, supercharging enterprises net-zero journeys with AI & IoT technologies.",Cloud Services - Energy Tech - Internet of Things (IOT) - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIzOA==
2297,FCC ANALYTICS LIMITED,"Stand No- H3-B21, Hall No- Hall 3",Hong Kong Special Administrative Region,"Award-winning RegTech solutions for financial industry, specialize in AML compliance",Artificial Intelligence - Big Data & Analytics - Fintech - Regulatory Technology - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIzNw==
2298,FCODE LABS PTE. LTD.,"Stand No- P10, Hall No- Hall 26",Sri Lanka,"Fcode Labs is a multidisciplinary firm with proven expertise in Software Engineering, AI, Machine Learning, and Blockchain.",Artificial Intelligence - Blockchain - Coding and Development - HealthTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODUx
2299,FEGNO TECHNOLOGIES,"Stand No- H2-C54, Hall No- Hall 2",India,Fegno Technologies is a software development outsourcing company providing,Coding and Development - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMzOQ==
2300,FIBERWORK – FUTURE PHOTONICS,"Stand No- H6-B30, Hall No- Hall 6",Brazil,Future Photonics integrates photonics technology and artificial intelligence to deliver innovative deeptech solutions for the oil & gas industry,5G & Telecommunications - Artificial Intelligence - Energy Tech - Internet of Things (IOT) - Networking & Infrastructure - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMxMw==
2301,FIDAR DATA COMPANY,"Stand No- H5-D31, Hall No- Hall 5",Iran,Developing Cybersecurity Products and Professional Services,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA0Mg==
2302,FIDEL SOFTECH LTD.,"Stand No- P31, Hall No- Hall 26",India,"Fidel is a LangTech Services Provider, IT, Software Staffing, Consultancy and Solution Outsourcing company.",Coding and Development - Ecommerce - Education Tech - Fintech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA3OQ==
2303,FIFTH INGENIUM,"Stand No- H9-C40, Hall No- Hall 9",Italy,FifthIngenium is a company focused on developing eXtended Reality solutions for the Education and Dentistry industries., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzY2MA==
2304,FINER LIFE,"Stand No- TBC, Hall No- TBC",United Arab Emirates,To create a tracker app that improves life and reduces carbon footprint in your daily life.,Artificial Intelligence - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTM2MQ==
2305,FINLABS INDIA PVT LTD,"Stand No- H9-D55, Hall No- Hall 9",India,"Finlabs: Driving Innovation We bring a unique blend of Domain, Technology and Startup expertise for assisting you with your Digital Transformation", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTY5NQ==
2306,FINMAAL DMCC,"Stand No- H7-E09, Hall No- Hall 7",United Arab Emirates,Simplifying financial services to make people's lives easier by fulfilling their lifestyle-financial needs.,Big Data & Analytics - Education Tech - Fintech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTM0Mw==
2307,FINON TECHNOLOGY,"Stand No- H7-A05, Hall No- Hall 7",United Arab Emirates,"FinOn is a Dubai-based FinTech technology provider specializing in next-generation digital payment solutions for Banks, Acquirers, PSPs and Processors",Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA1NQ==
2308,FINSOL CONSULTANCY PVT LTD,"Stand No- H7-E04, Hall No- Hall 7",India,"Finsol is a software development company specialized in Software development, Data analytics & IT infrastructure services across the world.",Artificial Intelligence - Coding and Development - Fintech - HealthTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTY4NQ==
2309,FINTECH TUESDAY UAE,"Stand No- H7-E01, Hall No- Hall 7",United Arab Emirates,A catalyst for fintech innovation in the region through community and collaboration., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTY4Ng==
2310,FINTRENS,"Stand No- H2-C70, Hall No- Hall 2",India,We are a young fintech company focused on providing IT solutions for the Financial Industry.,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM3Nw==
2311,FINTX,"Stand No- H7-C01, Hall No- Hall 7",United Arab Emirates,The official fintech arm of Emirates Post Group,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjI1Ng==
2312,FIREBLOCKS INC.,"Stand No- H8-C30, Hall No- Hall 8",Portugal,"Fireblocks is an enterprise-grade digital asset security platform for moving, storing, and issuing digital assets.",Blockchain - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjY1NA==
2313,FITCHAIN,"Stand No- H5-B05, H5-B06, Hall No- Hall 5",Germany,"Fitchain is an AI-powered digital platform that allows you to easily book a court, match players with similar skills & provide players with real-time on-court statistics & advanced analytics. Fitchain aims to enhance athlete's per ...","Artificial Intelligence - Big Data & Analytics - Education Tech - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI3Nw==
2314,FIVE AT HEART PTY LTD,"Stand No- H30-E40, Hall No- Hall 30",Australia,We design and manufacture bicycle parking and locker products for End of Trip facilities and on-floor office space designs, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTkzMA==
2315,FIVE EXCEPTIONS SOFTWARE SOLUTIONS PVT LTD,"Stand No- H26 A15.5, Hall No- Hall 26",India,"5Exceptions aims at enabling our clients to gain competitive advantage with our software expertise, capacity to scale, and competitive price.",Coding and Development - Ecommerce - Fintech - Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzE5MA==
2316,FIXIGO,"Stand No- H2-C84, Hall No- Hall 2",India,"Fixigo - The future of auto services, one stop Solution for car repairs and maintenance business", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ5OQ==
2317,FIXING DOTS,"Stand No- P16-A, Hall No- Hall 26",India,We combine the core functionality of the business process & enhance the software with custom SW capabilities & features for your specific requirements,Cloud Services - Coding and Development - Education Tech - Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODUw
2318,FLAT6LABS,"Stand No- H6-D30, Hall No- Hall 6",United Arab Emirates,Flat6Labs is the MENA region’s leading seed and early stage venture capital firm., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMwMA==
2319,FLITTO,"Stand No- H2-E20, Hall No- Hall 2","Korea, Republic Of","Flitto offers scalable multilingual language data solutions for AI, powered by an integrated language platform with 14 million users worldwide.",Artificial Intelligence - Big Data & Analytics - Cloud Services - Coding and Development - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDY4Nw==
2320,FLOOSS,"Stand No- H9-C10, Hall No- Hall 9",Bahrain,Flooss provides loans through an app without needing any paperwork or visiting physical branches. Flooss is licensed by CBB as a financing company.,Artificial Intelligence - Big Data & Analytics - Blockchain - Fintech - Networking & Infrastructure - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA2Mg==
2321,FLOWLU.COM - BUSINESS MANAGEMENT SOFTWARE,"Stand No- P42-A, Hall No- Hall 26",United Arab Emirates,"Flowlu is an all-in-one business management software that covers CRM, project management, finances, invoicing, team collaboration, knowledge base etc.",Blockchain - Cloud Services - Fintech - HealthTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA3Nw==
2322,FLUXGEN SUSTAINABLE TECHNOLOGIES,"Stand No- H27- S33, Hall No- Hall 27",India,FluxGen is a SaaS company that makes use of AI and IoT Technologies to help industries save a billion liters of water every day.,AgriTech & FoodTech - Big Data & Analytics - Internet of Things (IOT) - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTA0
2323,FLY YOUR DREAMS,"Stand No- H2-B28, Hall No- Hall 2",India,In jaywing technologies we are making a cost effective kit for UAV which help for communication and give real time data intelligence,"Consumer Tech, Smart Home & Smart Workplace - Future Mobility & Transportation - Internet of Things (IOT) - PropTech - Unmanned Aerial Vehicles (Drones) - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAxNQ==
2324,FLYBOTIX,"Stand No- H3-02, Hall No- Hall 3",Switzerland,"We keep humans out of confined space with a safe drone solution, advanced software to inspect, digitalize and analyze data with 24 min of flight time.",AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - Cloud Services - Unmanned Aerial Vehicles (Drones) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDIyNA==
2325,FLYFORCE,"Stand No- H5-C12, Hall No- Hall 5",United Arab Emirates,Personal Trainers Market Place Social Media,"Big Data & Analytics - Coding and Development - Internet of Things (IOT) - Media, Marketing & Advertising Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIzNg==
2326,FNSVALUE,"Stand No- H2-E20, Hall No- Hall 2","Korea, Republic Of",FNS VALUE is known for the world first patented Blockchain-based Secure Authentication Tech company.,Blockchain - Cyber security - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDY4Ng==
2327,FOLIUM AI,"Stand No- H4-E09, Hall No- Hall 4",Pakistan,Empowering startups and turning data into insights with top-tier Data Engineering & AI/ML solutions.,Big Data & Analytics - Cloud Services - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE3Mg==
2328,FOO FOODS INDIA,"Stand No- H2-C61, Hall No- Hall 2",India,We make Indian non-veg foods with 180 days shelf life without refrigeration and zero preservatives,AgriTech & FoodTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM3Ng==
2329,FOODBEEPER,"Stand No- H9-B100, Hall No- Hall 9",Algeria,"FoodBeeper is a one-stop food and grocery delivery solution, built to make life easier by offering seamless access to meals and everyday essentials.",AgriTech & FoodTech - Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg5MQ==
2330,FORMULA SQUARE HOLDINGS LIMITED,"Stand No- H9-A14, Hall No- Hall 9",Hong Kong Special Administrative Region,FORMULA SQUARE (FS) builds a F1-alike racing ecosystem affordable by all individuals & corporates.,"Future Mobility & Transportation - Gaming - Internet of Things (IOT) - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMxMA==
2331,FORTITUDE 17 LIMITED,"Stand No- H26-C31, Hall No- Hall 26",United Kingdom,"Fortitude 17 is a software testing and training consultancy that delivers exceptional levels of quality assurance, confidence and expertise to clients",Coding and Development - Retail Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODQ5
2332,"FORTUNATE REALTY CORP. DBA HALO MODULAR, INC.","Stand No- H27-S72, Hall No- Hall 27",United States of America,Advanced prefab net zero home for our next generation,PropTech - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQyMA==
2333,FORTYGUARD,"Stand No- H6-F06, Hall No- Hall 6",United Arab Emirates,"Urban temperature data solutions, using AI-powered software, offered to B2B markets to enable cooling down cities.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYxOA==
2334,FORTYGUARD,"Stand No- H5-A28, Hall No- Hall 5",United Arab Emirates,"Urban temperature data solutions, using AI-powered software, offered to B2B markets to enable cooling down cities.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAzMw==
